pricing_id,route_id,fuel_surcharge_usd,port_charge_usd,demand_factor,risk_surcharge_usd,target_margin_percent
P02471,R02471,125.0,85.0,1.05,85.0,14.0
P02472,R02472,75.0,95.0,1.05,45.0,15.0
P02473,R02473,115.0,80.0,1.0,55.0,14.0
P02474,R02474,155.0,70.0,1.0,35.0,17.0
P02475,R02475,130.0,70.0,1.1,65.0,16.0
P02476,R02476,110.0,60.0,1.0,70.0,15.0
P02477,R02477,105.0,105.0,1.0,35.0,17.0
P02478,R02478,120.0,105.0,0.95,85.0,19.0
P02479,R02479,90.0,95.0,1.05,85.0,14.0
P02480,R02480,120.0,50.0,1.05,95.0,15.0
P02481,R02481,170.0,85.0,1.05,70.0,19.0
P02482,R02482,105.0,65.0,1.1,55.0,19.0
P02483,R02483,75.0,105.0,1.05,60.0,14.0
P02484,R02484,95.0,80.0,0.9,25.0,12.0
P02485,R02485,90.0,55.0,1.0,30.0,18.0
P02486,R02486,110.0,60.0,1.05,90.0,20.0
P02487,R02487,135.0,70.0,1.1,85.0,20.0
P02488,R02488,110.0,110.0,1.0,70.0,18.0
P02489,R02489,145.0,65.0,1.05,40.0,15.0
P02490,R02490,120.0,70.0,1.05,40.0,17.0
P02491,R02491,170.0,95.0,1.0,25.0,18.0
P02492,R02492,85.0,75.0,1.1,50.0,13.0
P02493,R02493,130.0,90.0,1.05,95.0,18.0
P02494,R02494,100.0,60.0,1.05,65.0,16.0
P02495,R02495,120.0,100.0,1.0,80.0,13.0
P02496,R02496,100.0,105.0,1.05,45.0,18.0
P02497,R02497,120.0,45.0,1.0,55.0,20.0
P02498,R02498,110.0,65.0,1.0,65.0,19.0
P02499,R02499,90.0,70.0,0.95,50.0,18.0
P02500,R02500,110.0,50.0,1.0,55.0,14.0
P02501,R02501,155.0,110.0,1.1,85.0,20.0
P02502,R02502,105.0,110.0,1.0,35.0,15.0
P02503,R02503,95.0,45.0,1.0,35.0,19.0
P02504,R02504,160.0,50.0,1.05,90.0,20.0
P02505,R02505,75.0,110.0,1.0,55.0,16.0
P02506,R02506,95.0,105.0,0.95,35.0,18.0
P02507,R02507,120.0,60.0,1.0,85.0,19.0
P02508,R02508,130.0,70.0,1.0,55.0,18.0
P02509,R02509,95.0,80.0,1.0,65.0,19.0
P02510,R02510,155.0,70.0,1.0,45.0,18.0
P02511,R02511,105.0,45.0,1.1,90.0,16.0
P02512,R02512,90.0,90.0,1.1,65.0,18.0
P02513,R02513,120.0,70.0,1.05,45.0,16.0
P02514,R02514,145.0,90.0,0.95,45.0,15.0
P02515,R02515,135.0,70.0,1.0,75.0,16.0
P02516,R02516,115.0,80.0,1.0,60.0,14.0
P02517,R02517,150.0,65.0,1.05,75.0,14.0
P02518,R02518,145.0,50.0,0.95,30.0,12.0
P02519,R02519,180.0,105.0,1.05,95.0,20.0
P02520,R02520,125.0,45.0,1.0,65.0,18.0
P02521,R02521,130.0,80.0,1.0,40.0,15.0
P02522,R02522,75.0,65.0,0.95,50.0,14.0
P02523,R02523,120.0,80.0,1.15,95.0,18.0
P02524,R02524,105.0,110.0,1.05,90.0,20.0
P02525,R02525,100.0,100.0,1.0,45.0,15.0
P02526,R02526,85.0,55.0,1.05,85.0,19.0
P02527,R02527,95.0,55.0,1.0,80.0,19.0
P02528,R02528,105.0,60.0,1.0,65.0,19.0
P02529,R02529,140.0,110.0,1.1,45.0,16.0
P02530,R02530,120.0,75.0,1.0,35.0,14.0
P02531,R02531,210.0,80.0,0.9,70.0,19.0
P02532,R02532,90.0,105.0,1.0,70.0,15.0
P02533,R02533,90.0,65.0,1.15,70.0,16.0
P02534,R02534,105.0,70.0,0.95,75.0,18.0
P02535,R02535,160.0,95.0,1.0,40.0,18.0
P02536,R02536,110.0,105.0,0.95,45.0,18.0
P02537,R02537,85.0,85.0,1.1,85.0,14.0
P02538,R02538,150.0,85.0,1.0,75.0,17.0
P02539,R02539,100.0,95.0,1.0,25.0,12.0
P02540,R02540,115.0,65.0,1.05,85.0,19.0
P02541,R02541,125.0,105.0,0.9,25.0,15.0
P02542,R02542,155.0,80.0,1.05,45.0,19.0
P02543,R02543,110.0,110.0,1.05,35.0,18.0
P02544,R02544,135.0,105.0,0.95,65.0,19.0
P02545,R02545,105.0,90.0,1.05,70.0,16.0
P02546,R02546,125.0,75.0,1.05,45.0,16.0
P02547,R02547,100.0,100.0,0.95,70.0,13.0
P02548,R02548,130.0,65.0,1.15,65.0,18.0
P02549,R02549,85.0,95.0,0.95,75.0,16.0
P02550,R02550,115.0,85.0,1.0,75.0,15.0
P02551,R02551,105.0,90.0,1.0,55.0,17.0
P02552,R02552,135.0,85.0,0.9,35.0,18.0
P02553,R02553,100.0,110.0,1.0,80.0,16.0
P02554,R02554,120.0,55.0,1.05,95.0,20.0
P02555,R02555,125.0,100.0,1.0,80.0,19.0
P02556,R02556,95.0,60.0,0.95,75.0,16.0
P02557,R02557,135.0,90.0,0.9,35.0,13.0
P02558,R02558,120.0,75.0,0.95,45.0,14.0
P02559,R02559,100.0,100.0,1.05,90.0,14.0
P02560,R02560,165.0,110.0,1.0,55.0,20.0
P02561,R02561,145.0,95.0,1.05,65.0,16.0
P02562,R02562,90.0,45.0,1.05,45.0,16.0
P02563,R02563,90.0,95.0,0.95,60.0,17.0
P02564,R02564,155.0,85.0,1.05,40.0,14.0
P02565,R02565,95.0,75.0,1.05,95.0,20.0
P02566,R02566,110.0,65.0,1.0,30.0,14.0
P02567,R02567,85.0,65.0,1.0,75.0,16.0
P02568,R02568,190.0,80.0,1.05,65.0,19.0
P02569,R02569,120.0,115.0,0.95,65.0,15.0
P02570,R02570,120.0,45.0,0.95,70.0,16.0
P02571,R02571,90.0,75.0,0.95,55.0,18.0
P02572,R02572,120.0,110.0,1.0,80.0,19.0
P02573,R02573,130.0,85.0,1.1,75.0,19.0
P02574,R02574,100.0,85.0,1.15,45.0,15.0
P02575,R02575,95.0,95.0,1.0,65.0,15.0
P02576,R02576,100.0,115.0,1.15,70.0,19.0
P02577,R02577,100.0,60.0,1.0,45.0,18.0
P02578,R02578,95.0,80.0,0.9,45.0,17.0
P02579,R02579,80.0,65.0,1.1,90.0,14.0
P02580,R02580,95.0,105.0,1.0,85.0,14.0
P02581,R02581,115.0,65.0,1.0,80.0,19.0
P02582,R02582,75.0,100.0,0.9,45.0,12.0
P02583,R02583,115.0,60.0,1.0,45.0,18.0
P02584,R02584,100.0,90.0,1.0,80.0,16.0
P02585,R02585,170.0,115.0,1.05,65.0,19.0
P02586,R02586,145.0,95.0,1.1,90.0,20.0
P02587,R02587,85.0,70.0,1.05,75.0,16.0
P02588,R02588,125.0,100.0,1.0,80.0,19.0
P02589,R02589,130.0,70.0,1.05,80.0,18.0
P02590,R02590,110.0,50.0,1.05,35.0,17.0
P02591,R02591,160.0,85.0,1.0,75.0,17.0
P02592,R02592,85.0,110.0,1.1,65.0,18.0
P02593,R02593,190.0,100.0,0.95,50.0,18.0
P02594,R02594,90.0,70.0,1.0,65.0,13.0
P02595,R02595,70.0,80.0,0.95,65.0,15.0
P02596,R02596,115.0,45.0,1.0,80.0,15.0
P02597,R02597,105.0,95.0,1.05,90.0,17.0
P02598,R02598,140.0,110.0,0.95,40.0,15.0
P02599,R02599,145.0,75.0,1.0,95.0,18.0
P02600,R02600,115.0,45.0,0.95,50.0,12.0
P02601,R02601,140.0,110.0,0.95,45.0,19.0
P02602,R02602,95.0,75.0,1.05,80.0,19.0
P02603,R02603,155.0,90.0,1.05,40.0,17.0
P02604,R02604,120.0,70.0,1.0,65.0,19.0
P02605,R02605,125.0,50.0,1.0,50.0,12.0
P02606,R02606,95.0,60.0,1.05,65.0,16.0
P02607,R02607,125.0,70.0,1.0,30.0,14.0
P02608,R02608,90.0,90.0,1.05,85.0,19.0
P02609,R02609,85.0,60.0,0.95,35.0,13.0
P02610,R02610,95.0,65.0,1.05,70.0,16.0
P02611,R02611,140.0,60.0,1.0,75.0,14.0
P02612,R02612,105.0,50.0,1.0,50.0,18.0
P02613,R02613,100.0,75.0,1.05,45.0,16.0
P02614,R02614,135.0,65.0,1.1,65.0,18.0
P02615,R02615,85.0,65.0,1.1,90.0,20.0
P02616,R02616,170.0,90.0,1.0,35.0,15.0
P02617,R02617,125.0,50.0,0.95,55.0,13.0
P02618,R02618,95.0,60.0,1.05,75.0,16.0
P02619,R02619,75.0,80.0,1.05,75.0,16.0
P02620,R02620,100.0,70.0,0.95,65.0,13.0
P02621,R02621,115.0,110.0,1.0,75.0,16.0
P02622,R02622,125.0,100.0,1.1,95.0,17.0
P02623,R02623,90.0,100.0,0.95,35.0,18.0
P02624,R02624,115.0,65.0,0.95,65.0,15.0
P02625,R02625,105.0,95.0,0.95,30.0,14.0
P02626,R02626,95.0,55.0,1.1,85.0,14.0
P02627,R02627,100.0,105.0,0.95,55.0,13.0
P02628,R02628,110.0,105.0,0.9,25.0,15.0
P02629,R02629,100.0,70.0,1.05,90.0,19.0
P02630,R02630,120.0,95.0,0.95,25.0,15.0
P02631,R02631,105.0,75.0,0.95,55.0,15.0
P02632,R02632,170.0,80.0,0.95,60.0,18.0
P02633,R02633,80.0,80.0,0.95,55.0,14.0
P02634,R02634,95.0,75.0,0.95,45.0,17.0
P02635,R02635,140.0,80.0,1.0,35.0,18.0
P02636,R02636,125.0,50.0,1.0,55.0,17.0
P02637,R02637,85.0,110.0,1.0,50.0,18.0
P02638,R02638,125.0,45.0,1.1,50.0,16.0
P02639,R02639,120.0,105.0,0.95,55.0,15.0
P02640,R02640,125.0,80.0,0.9,70.0,18.0
P02641,R02641,115.0,85.0,1.1,50.0,13.0
P02642,R02642,155.0,90.0,1.0,45.0,18.0
P02643,R02643,140.0,100.0,1.0,75.0,17.0
P02644,R02644,120.0,60.0,1.1,55.0,14.0
P02645,R02645,145.0,60.0,1.05,55.0,16.0
P02646,R02646,90.0,75.0,1.0,80.0,15.0
P02647,R02647,145.0,70.0,0.95,50.0,12.0
P02648,R02648,120.0,50.0,0.95,35.0,16.0
P02649,R02649,75.0,90.0,0.95,25.0,14.0
P02650,R02650,80.0,80.0,1.0,65.0,13.0
P02651,R02651,155.0,85.0,0.9,65.0,16.0
P02652,R02652,110.0,90.0,1.0,55.0,19.0
P02653,R02653,95.0,45.0,1.1,50.0,16.0
P02654,R02654,110.0,105.0,1.15,85.0,14.0
P02655,R02655,80.0,100.0,1.0,45.0,18.0
P02656,R02656,105.0,90.0,1.0,35.0,14.0
P02657,R02657,110.0,60.0,1.0,30.0,18.0
P02658,R02658,135.0,65.0,1.1,50.0,19.0
P02659,R02659,85.0,55.0,0.95,70.0,16.0
P02660,R02660,115.0,110.0,1.05,95.0,17.0
P02661,R02661,155.0,90.0,1.05,45.0,19.0
P02662,R02662,85.0,45.0,1.05,70.0,19.0
P02663,R02663,115.0,50.0,1.0,80.0,18.0
P02664,R02664,100.0,65.0,1.0,35.0,18.0
P02665,R02665,75.0,55.0,1.05,65.0,13.0
P02666,R02666,75.0,90.0,1.15,45.0,16.0
P02667,R02667,125.0,70.0,1.0,55.0,15.0
P02668,R02668,110.0,100.0,1.05,60.0,15.0
P02669,R02669,120.0,115.0,0.95,85.0,14.0
P02670,R02670,90.0,80.0,1.1,40.0,15.0
P02671,R02671,115.0,75.0,1.1,80.0,18.0
P02672,R02672,130.0,55.0,1.15,55.0,16.0
P02673,R02673,110.0,110.0,1.0,55.0,17.0
P02674,R02674,85.0,70.0,1.05,50.0,14.0
P02675,R02675,115.0,90.0,1.05,90.0,14.0
P02676,R02676,95.0,70.0,0.9,50.0,15.0
P02677,R02677,165.0,85.0,1.1,90.0,20.0
P02678,R02678,155.0,105.0,1.0,50.0,18.0
P02679,R02679,115.0,75.0,0.95,80.0,19.0
P02680,R02680,110.0,75.0,1.05,45.0,16.0
P02681,R02681,80.0,75.0,1.05,65.0,13.0
P02682,R02682,105.0,65.0,1.1,65.0,13.0
P02683,R02683,135.0,110.0,1.0,55.0,15.0
P02684,R02684,160.0,110.0,1.0,35.0,15.0
P02685,R02685,125.0,55.0,1.0,55.0,14.0
P02686,R02686,110.0,65.0,1.1,90.0,14.0
P02687,R02687,120.0,80.0,0.9,65.0,13.0
P02688,R02688,140.0,85.0,1.05,55.0,20.0
P02689,R02689,75.0,115.0,0.95,45.0,15.0
P02690,R02690,125.0,60.0,1.05,95.0,17.0
P02691,R02691,140.0,45.0,1.1,90.0,16.0
P02692,R02692,135.0,85.0,0.95,60.0,14.0
P02693,R02693,180.0,65.0,1.0,25.0,18.0
P02694,R02694,90.0,110.0,1.0,75.0,18.0
P02695,R02695,145.0,110.0,1.05,60.0,18.0
P02696,R02696,130.0,100.0,1.05,40.0,18.0
P02697,R02697,165.0,110.0,0.95,55.0,19.0
P02698,R02698,110.0,55.0,0.95,30.0,17.0
P02699,R02699,95.0,50.0,0.95,70.0,16.0
P02700,R02700,85.0,115.0,1.05,40.0,18.0
P02701,R02701,110.0,95.0,1.05,60.0,14.0
P02702,R02702,90.0,50.0,0.95,30.0,18.0
P02703,R02703,135.0,60.0,1.0,90.0,16.0
P02704,R02704,175.0,50.0,0.95,70.0,19.0
P02705,R02705,140.0,55.0,1.1,75.0,17.0
P02706,R02706,140.0,75.0,1.05,40.0,14.0
P02707,R02707,100.0,65.0,0.95,45.0,18.0
P02708,R02708,175.0,50.0,1.05,55.0,20.0
P02709,R02709,135.0,105.0,1.0,65.0,16.0
P02710,R02710,125.0,50.0,0.95,55.0,18.0
P02711,R02711,150.0,70.0,1.15,45.0,18.0
P02712,R02712,115.0,70.0,0.95,35.0,15.0
P02713,R02713,110.0,70.0,0.9,70.0,19.0
P02714,R02714,90.0,75.0,1.1,65.0,15.0
P02715,R02715,140.0,60.0,0.95,55.0,13.0
P02716,R02716,75.0,50.0,0.95,45.0,14.0
P02717,R02717,115.0,95.0,1.05,75.0,18.0
P02718,R02718,100.0,75.0,0.95,25.0,15.0
P02719,R02719,120.0,70.0,1.0,45.0,13.0
P02720,R02720,165.0,100.0,1.0,50.0,18.0
P02721,R02721,95.0,90.0,1.0,45.0,12.0
P02722,R02722,145.0,85.0,0.9,35.0,16.0
P02723,R02723,115.0,100.0,1.05,75.0,14.0
P02724,R02724,120.0,90.0,1.0,95.0,15.0
P02725,R02725,130.0,65.0,1.1,70.0,18.0
P02726,R02726,140.0,75.0,1.0,75.0,19.0
P02727,R02727,95.0,90.0,1.0,95.0,17.0
P02728,R02728,120.0,105.0,1.05,35.0,15.0
P02729,R02729,150.0,55.0,1.05,65.0,18.0
P02730,R02730,100.0,50.0,1.05,40.0,17.0
P02731,R02731,90.0,85.0,1.05,65.0,13.0
P02732,R02732,120.0,80.0,1.0,80.0,16.0
P02733,R02733,115.0,100.0,0.95,45.0,18.0
P02734,R02734,110.0,105.0,1.0,25.0,12.0
P02735,R02735,145.0,55.0,1.0,85.0,20.0
P02736,R02736,135.0,100.0,1.0,45.0,14.0
P02737,R02737,140.0,75.0,1.05,70.0,15.0
P02738,R02738,150.0,110.0,0.95,50.0,17.0
P02739,R02739,125.0,115.0,1.05,90.0,14.0
P02740,R02740,120.0,95.0,1.0,45.0,15.0
P02741,R02741,135.0,80.0,1.1,90.0,14.0
P02742,R02742,120.0,85.0,0.95,65.0,13.0
P02743,R02743,90.0,55.0,1.15,35.0,12.0
P02744,R02744,90.0,105.0,0.95,30.0,17.0
P02745,R02745,150.0,95.0,1.05,90.0,19.0
P02746,R02746,130.0,90.0,1.0,45.0,18.0
P02747,R02747,90.0,110.0,1.05,60.0,12.0
P02748,R02748,90.0,100.0,1.0,70.0,16.0
P02749,R02749,110.0,110.0,1.15,45.0,16.0
P02750,R02750,115.0,90.0,1.0,30.0,12.0
P02751,R02751,150.0,70.0,1.05,65.0,13.0
P02752,R02752,125.0,85.0,0.9,45.0,14.0
P02753,R02753,175.0,105.0,1.05,65.0,19.0
P02754,R02754,115.0,100.0,1.1,65.0,16.0
P02755,R02755,145.0,55.0,1.05,50.0,18.0
P02756,R02756,155.0,115.0,0.95,70.0,16.0
P02757,R02757,65.0,80.0,1.0,55.0,14.0
P02758,R02758,115.0,100.0,1.05,45.0,19.0
P02759,R02759,115.0,60.0,1.1,70.0,19.0
P02760,R02760,80.0,85.0,1.0,50.0,15.0
P02761,R02761,75.0,75.0,1.05,85.0,16.0
P02762,R02762,140.0,80.0,1.0,35.0,19.0
P02763,R02763,150.0,80.0,1.05,95.0,18.0
P02764,R02764,125.0,110.0,0.95,50.0,15.0
P02765,R02765,90.0,80.0,1.0,55.0,18.0
P02766,R02766,130.0,55.0,1.0,30.0,15.0
P02767,R02767,135.0,45.0,1.1,75.0,16.0
P02768,R02768,80.0,50.0,1.0,25.0,14.0
P02769,R02769,115.0,110.0,1.0,85.0,16.0
P02770,R02770,100.0,55.0,1.05,75.0,15.0
P02771,R02771,120.0,80.0,0.9,45.0,17.0
P02772,R02772,150.0,85.0,1.0,80.0,16.0
P02773,R02773,120.0,70.0,1.05,45.0,17.0
P02774,R02774,105.0,100.0,0.9,45.0,17.0
P02775,R02775,110.0,80.0,0.95,55.0,18.0
P02776,R02776,95.0,110.0,1.1,75.0,19.0
P02777,R02777,100.0,100.0,0.9,65.0,15.0
P02778,R02778,115.0,110.0,1.05,60.0,14.0
P02779,R02779,90.0,90.0,1.0,95.0,15.0
P02780,R02780,140.0,80.0,1.0,25.0,15.0
P02781,R02781,130.0,105.0,1.1,45.0,16.0
P02782,R02782,135.0,50.0,1.05,90.0,16.0
P02783,R02783,80.0,95.0,1.1,50.0,16.0
P02784,R02784,120.0,105.0,1.0,40.0,14.0
P02785,R02785,110.0,95.0,1.1,40.0,18.0
P02786,R02786,135.0,90.0,1.1,45.0,19.0
P02787,R02787,150.0,85.0,1.1,90.0,19.0
P02788,R02788,80.0,50.0,0.95,40.0,15.0
P02789,R02789,120.0,90.0,0.9,55.0,19.0
P02790,R02790,85.0,110.0,0.9,35.0,13.0
P02791,R02791,80.0,105.0,0.9,65.0,16.0
P02792,R02792,90.0,85.0,0.95,30.0,18.0
P02793,R02793,95.0,80.0,1.05,45.0,16.0
P02794,R02794,80.0,105.0,0.95,45.0,12.0
P02795,R02795,155.0,95.0,1.0,25.0,18.0
P02796,R02796,125.0,60.0,1.0,30.0,15.0
P02797,R02797,80.0,85.0,1.0,35.0,14.0
P02798,R02798,140.0,50.0,1.05,60.0,15.0
P02799,R02799,160.0,85.0,1.05,55.0,18.0
P02800,R02800,105.0,115.0,1.05,55.0,17.0
P02801,R02801,105.0,80.0,1.0,45.0,15.0
P02802,R02802,75.0,95.0,1.0,55.0,14.0
P02803,R02803,85.0,95.0,1.15,80.0,15.0
P02804,R02804,90.0,50.0,1.05,45.0,18.0
P02805,R02805,130.0,70.0,1.05,65.0,15.0
P02806,R02806,120.0,95.0,1.05,85.0,20.0
P02807,R02807,105.0,65.0,1.05,95.0,17.0
P02808,R02808,100.0,100.0,0.9,45.0,12.0
P02809,R02809,110.0,75.0,0.95,65.0,16.0
P02810,R02810,140.0,70.0,1.1,55.0,14.0
P02811,R02811,120.0,80.0,1.05,55.0,17.0
P02812,R02812,85.0,50.0,0.9,25.0,15.0
P02813,R02813,115.0,50.0,0.95,35.0,16.0
P02814,R02814,105.0,50.0,1.05,70.0,19.0
P02815,R02815,115.0,60.0,1.1,75.0,16.0
P02816,R02816,125.0,50.0,0.95,70.0,18.0
P02817,R02817,105.0,80.0,1.05,85.0,14.0
P02818,R02818,135.0,60.0,1.05,85.0,16.0
P02819,R02819,125.0,110.0,1.0,55.0,17.0
P02820,R02820,135.0,60.0,1.05,75.0,19.0
P02821,R02821,165.0,95.0,0.95,55.0,19.0
P02822,R02822,100.0,85.0,1.1,95.0,20.0
P02823,R02823,100.0,65.0,1.0,70.0,16.0
P02824,R02824,115.0,100.0,1.0,80.0,13.0
P02825,R02825,115.0,95.0,1.05,75.0,19.0
P02826,R02826,85.0,100.0,1.05,90.0,16.0
P02827,R02827,135.0,75.0,1.05,85.0,20.0
P02828,R02828,95.0,75.0,1.05,80.0,18.0
P02829,R02829,125.0,65.0,1.0,60.0,18.0
P02830,R02830,110.0,60.0,1.15,50.0,16.0
P02831,R02831,155.0,75.0,0.95,65.0,13.0
P02832,R02832,120.0,75.0,1.05,40.0,14.0
P02833,R02833,110.0,55.0,1.0,55.0,15.0
P02834,R02834,140.0,95.0,1.1,60.0,18.0
P02835,R02835,140.0,105.0,0.95,70.0,15.0
P02836,R02836,95.0,95.0,1.05,55.0,13.0
P02837,R02837,100.0,70.0,1.15,90.0,17.0
P02838,R02838,110.0,115.0,0.95,70.0,13.0
P02839,R02839,135.0,95.0,0.95,65.0,16.0
P02840,R02840,110.0,110.0,1.0,55.0,12.0
P02841,R02841,130.0,50.0,1.1,95.0,20.0
P02842,R02842,135.0,80.0,1.0,55.0,17.0
P02843,R02843,160.0,85.0,1.1,75.0,19.0
P02844,R02844,95.0,65.0,0.95,60.0,14.0
P02845,R02845,95.0,75.0,1.05,40.0,14.0
P02846,R02846,135.0,85.0,1.1,90.0,17.0
P02847,R02847,120.0,95.0,1.15,75.0,20.0
P02848,R02848,120.0,75.0,1.05,50.0,15.0
P02849,R02849,85.0,90.0,1.05,65.0,15.0
P02850,R02850,90.0,95.0,1.0,70.0,16.0
P02851,R02851,135.0,105.0,1.0,60.0,12.0
P02852,R02852,110.0,70.0,1.1,65.0,13.0
P02853,R02853,135.0,80.0,1.05,80.0,19.0
P02854,R02854,80.0,100.0,1.05,80.0,13.0
P02855,R02855,125.0,75.0,1.05,55.0,17.0
P02856,R02856,125.0,100.0,1.1,80.0,16.0
P02857,R02857,90.0,80.0,1.1,55.0,17.0
P02858,R02858,150.0,85.0,1.0,55.0,19.0
P02859,R02859,120.0,70.0,1.0,45.0,15.0
P02860,R02860,125.0,85.0,0.95,35.0,16.0
P02861,R02861,175.0,110.0,1.1,65.0,19.0
P02862,R02862,145.0,80.0,0.95,55.0,18.0
P02863,R02863,125.0,60.0,0.95,75.0,16.0
P02864,R02864,105.0,90.0,0.95,45.0,14.0
P02865,R02865,95.0,90.0,1.1,45.0,19.0
P02866,R02866,130.0,65.0,1.05,30.0,15.0
P02867,R02867,115.0,85.0,0.95,60.0,17.0
P02868,R02868,135.0,90.0,1.05,95.0,20.0
P02869,R02869,120.0,95.0,0.95,65.0,18.0
P02870,R02870,100.0,75.0,1.0,85.0,14.0
P02871,R02871,115.0,50.0,1.1,90.0,17.0
P02872,R02872,85.0,80.0,0.95,55.0,12.0
P02873,R02873,125.0,60.0,1.0,30.0,17.0
P02874,R02874,130.0,110.0,0.9,55.0,13.0
P02875,R02875,105.0,100.0,1.05,60.0,15.0
P02876,R02876,85.0,90.0,0.95,50.0,15.0
P02877,R02877,105.0,105.0,1.0,65.0,13.0
P02878,R02878,130.0,50.0,0.95,80.0,15.0
P02879,R02879,125.0,80.0,1.1,70.0,18.0
P02880,R02880,100.0,60.0,1.05,90.0,20.0
P02881,R02881,130.0,110.0,1.1,65.0,19.0
P02882,R02882,165.0,50.0,0.95,45.0,17.0
P02883,R02883,125.0,95.0,1.05,90.0,16.0
P02884,R02884,165.0,75.0,1.0,45.0,19.0
P02885,R02885,110.0,80.0,1.1,50.0,16.0
P02886,R02886,95.0,80.0,1.15,50.0,15.0
P02887,R02887,90.0,65.0,1.1,45.0,18.0
P02888,R02888,85.0,80.0,1.05,40.0,18.0
P02889,R02889,100.0,80.0,1.05,85.0,14.0
P02890,R02890,95.0,80.0,0.95,30.0,17.0
P02891,R02891,80.0,110.0,1.1,85.0,14.0
P02892,R02892,150.0,70.0,0.95,75.0,16.0
P02893,R02893,125.0,65.0,1.0,65.0,16.0
P02894,R02894,150.0,95.0,1.0,30.0,18.0
P02895,R02895,120.0,50.0,1.0,55.0,12.0
P02896,R02896,95.0,70.0,0.9,65.0,18.0
P02897,R02897,110.0,85.0,1.05,45.0,13.0
P02898,R02898,135.0,95.0,0.9,70.0,15.0
P02899,R02899,95.0,55.0,1.05,45.0,15.0
P02900,R02900,125.0,70.0,1.1,95.0,18.0
P02901,R02901,145.0,50.0,0.95,70.0,13.0
P02902,R02902,80.0,85.0,1.05,85.0,14.0
P02903,R02903,100.0,55.0,1.05,55.0,19.0
P02904,R02904,90.0,110.0,0.95,85.0,14.0
P02905,R02905,90.0,105.0,0.9,25.0,18.0
P02906,R02906,105.0,90.0,1.0,45.0,15.0
P02907,R02907,105.0,80.0,1.1,50.0,16.0
P02908,R02908,110.0,50.0,1.05,55.0,17.0
P02909,R02909,100.0,110.0,1.1,55.0,14.0
P02910,R02910,140.0,70.0,1.05,85.0,19.0
P02911,R02911,90.0,65.0,0.95,50.0,14.0
P02912,R02912,110.0,110.0,0.95,80.0,18.0
P02913,R02913,115.0,60.0,0.95,70.0,18.0
P02914,R02914,90.0,85.0,1.0,80.0,19.0
P02915,R02915,105.0,85.0,1.1,85.0,19.0
P02916,R02916,140.0,105.0,0.95,75.0,20.0
P02917,R02917,85.0,90.0,0.95,65.0,16.0
P02918,R02918,100.0,85.0,1.0,80.0,15.0
P02919,R02919,125.0,70.0,1.1,40.0,15.0
P02920,R02920,115.0,50.0,1.05,80.0,13.0
P02921,R02921,150.0,110.0,1.1,50.0,18.0
P02922,R02922,140.0,65.0,1.0,70.0,15.0
P02923,R02923,105.0,70.0,1.0,50.0,12.0
P02924,R02924,110.0,90.0,1.0,65.0,15.0
P02925,R02925,135.0,85.0,1.0,70.0,16.0
P02926,R02926,105.0,90.0,1.05,55.0,18.0
P02927,R02927,135.0,105.0,1.1,90.0,16.0
P02928,R02928,80.0,50.0,1.1,35.0,15.0
P02929,R02929,125.0,105.0,1.1,45.0,18.0
P02930,R02930,90.0,60.0,0.9,75.0,17.0
P02931,R02931,145.0,100.0,0.95,50.0,17.0
P02932,R02932,145.0,100.0,1.05,50.0,18.0
P02933,R02933,105.0,60.0,1.05,40.0,14.0
P02934,R02934,110.0,60.0,1.05,55.0,19.0
P02935,R02935,115.0,70.0,1.0,75.0,16.0
P02936,R02936,120.0,90.0,1.0,70.0,15.0
P02937,R02937,85.0,80.0,1.05,85.0,16.0
P02938,R02938,145.0,100.0,1.0,65.0,15.0
P02939,R02939,120.0,65.0,1.0,45.0,14.0
P02940,R02940,80.0,90.0,1.15,50.0,13.0
P02941,R02941,130.0,95.0,1.1,55.0,16.0
P02942,R02942,115.0,105.0,1.05,95.0,17.0
P02943,R02943,115.0,110.0,1.0,70.0,18.0
P02944,R02944,130.0,70.0,1.05,65.0,13.0
P02945,R02945,115.0,100.0,1.0,70.0,18.0
P02946,R02946,100.0,95.0,0.95,35.0,12.0
P02947,R02947,90.0,100.0,1.05,45.0,18.0
P02948,R02948,110.0,85.0,1.1,70.0,15.0
P02949,R02949,75.0,100.0,0.95,75.0,13.0
P02950,R02950,90.0,100.0,0.9,50.0,14.0
P02951,R02951,145.0,50.0,1.05,70.0,16.0
P02952,R02952,100.0,70.0,1.0,95.0,15.0
P02953,R02953,110.0,90.0,1.15,95.0,17.0
P02954,R02954,130.0,65.0,1.05,60.0,12.0
P02955,R02955,125.0,85.0,0.95,80.0,13.0
P02956,R02956,100.0,80.0,1.0,50.0,15.0
P02957,R02957,95.0,60.0,1.0,65.0,15.0
P02958,R02958,110.0,75.0,1.15,50.0,13.0
P02959,R02959,115.0,100.0,1.0,55.0,13.0
P02960,R02960,105.0,50.0,0.95,55.0,19.0
P02961,R02961,110.0,85.0,1.05,50.0,15.0
P02962,R02962,115.0,55.0,1.05,40.0,12.0
P02963,R02963,110.0,95.0,1.05,60.0,14.0
P02964,R02964,140.0,110.0,1.05,55.0,15.0
P02965,R02965,110.0,55.0,0.9,70.0,18.0
P02966,R02966,115.0,65.0,0.95,75.0,15.0
P02967,R02967,110.0,50.0,1.0,70.0,15.0
P02968,R02968,120.0,100.0,1.05,85.0,17.0
